driver_id,first_name,last_name,full_name,email,phone,city,state,market,cdl_type,vehicle_type,experience,status,rating,total_deliveries,total_routes_completed,on_time_percentage,completion_rate,background_check,drug_screen,mvr_status,fully_cleared,hourly_rate_usd,total_deployments,date_joined,last_active,available_from,fedex_isp_experience,willing_to_relocate,notes
RR-00086,Brittany,Adams,Brittany Adams,brittany.adams@yahoo.com,(473) 217-2711,Pittsburgh,PA,"Pittsburgh, PA",CDL-A,Sprinter Van,2-3 Years,MATCHING,3.0,2268,528,96.7,97.2,PASSED,PENDING,CLEAN,NO,28.42,7,2026-01-02,2026-03-20,2026-04-06,YES,YES,
RR-00087,Terrance,Alexander,Terrance Alexander,terrance.alexander@yahoo.com,(206) 369-1696,Cincinnati,OH,"Cincinnati, OH",CDL-B,Sprinter Van,5-7 Years,CLEARED,3.8,1248,58,91.3,95.7,PASSED,PASSED,CLEAN,YES,21.89,6,2025-08-07,2026-04-01,2026-04-18,YES,NO,
RR-00088,Matthew,Brooks,Matthew Brooks,matthew600@outlook.com,(422) 467-8220,Houston,TX,"Houston, TX",CDL-A,Box Truck,5-7 Years,STANDBY,5.0,1364,204,100.0,96.7,PASSED,PASSED,CLEAN,YES,22.99,6,2025-07-31,2026-03-31,2026-04-10,YES,NO,
RR-00089,Megan,Parker,Megan Parker,megan628@hotmail.com,(474) 671-2450,Seattle,WA,"Seattle, WA",CDL-A,Cargo Van,5-7 Years,CLEARED,4.2,2331,151,98.9,97.9,PASSED,PENDING,CLEAN,NO,27.28,0,2025-09-11,2026-03-10,2026-04-10,NO,YES,
RR-00090,Malik,Collins,Malik Collins,malik447@hotmail.com,(973) 893-4501,Houston,TX,"Houston, TX",CDL-A,Box Truck,5-7 Years,IN_REVIEW,4.5,900,723,88.6,97.2,PASSED,PENDING,CLEAN,NO,33.41,6,2025-11-29,2026-03-08,2026-04-09,YES,NO,
RR-00091,Brittany,Young,Brittany Young,brittany_young@icloud.com,(963) 815-2265,San Francisco,CA,"San Francisco, CA",CDL-B,Box Truck,3-5 Years,MATCHING,4.3,1448,470,91.6,98.5,PASSED,PASSED,CLEAN,YES,26.09,15,2025-04-26,2026-04-02,2026-04-08,YES,NO,
RR-00092,Terrance,Robinson,Terrance Robinson,terrance_robinson@hotmail.com,(370) 400-1829,Indianapolis,IN,"Indianapolis, IN",CDL-A,Sprinter Van,5-7 Years,STANDBY,3.3,2147,658,91.0,93.8,PASSED,PASSED,CLEAN,YES,29.89,0,2025-05-05,2026-03-27,2026-04-14,YES,NO,
RR-00093,Alicia,Thompson,Alicia Thompson,alicia.thompson@hotmail.com,(699) 828-8782,Atlanta,GA,"Atlanta, GA",CDL-B,Box Truck,2-3 Years,MATCHING,3.9,397,53,94.9,95.1,PASSED,PASSED,CLEAN,YES,22.23,8,2025-05-15,2026-03-12,2026-04-10,NO,NO,
RR-00094,Kayla,Cooper,Kayla Cooper,kayla.cooper@gmail.com,(260) 367-5547,San Antonio,TX,"San Antonio, TX",CDL-B,Sprinter Van,1-2 Years,MATCHING,4.6,2079,597,91.1,93.7,PASSED,PASSED,CLEAN,YES,20.65,13,2026-01-20,2026-04-03,2026-04-12,YES,YES,
RR-00095,Antonio,Foster,Antonio Foster,antonio762@gmail.com,(608) 752-3185,Seattle,WA,"Seattle, WA",CDL-A,Step Van,7-10 Years,STANDBY,4.6,957,264,97.4,97.5,PASSED,PASSED,CLEAN,YES,31.63,4,2025-07-14,2026-03-11,2026-04-15,YES,NO,
RR-00096,Tiffany,Morris,Tiffany Morris,tiffany_morris@hotmail.com,(897) 994-1738,Charlotte,NC,"Charlotte, NC",CDL-A,Box Truck,2-3 Years,STANDBY,4.0,794,642,90.0,92.8,PASSED,PENDING,CLEAN,NO,23.55,6,2025-06-22,2026-03-21,2026-04-18,NO,NO,
RR-00097,Isabella,Rivera,Isabella Rivera,isabella_rivera@hotmail.com,(553) 977-2523,Memphis,TN,"Memphis, TN",CDL-B,Box Truck,2-3 Years,MATCHING,4.5,2190,60,95.6,96.3,PASSED,PASSED,CLEAN,YES,22.42,3,2025-11-05,2026-03-18,2026-04-10,YES,NO,
RR-00098,Courtney,Hughes,Courtney Hughes,courtney_hughes@gmail.com,(925) 761-7539,Kansas City,MO,"Kansas City, MO",CDL-B,Box Truck,1-2 Years,CLEARED,4.6,1590,127,91.7,93.6,PASSED,PASSED,MINOR_VIOLATION,YES,21.32,2,2025-06-16,2026-03-12,2026-04-12,YES,NO,
RR-00099,Paula,Robinson,Paula Robinson,robinson.p@yahoo.com,(929) 419-4946,Kansas City,MO,"Kansas City, MO",CDL-B,Sprinter Van,10+ Years,MATCHING,5.0,561,443,88.1,95.5,PASSED,PASSED,MINOR_VIOLATION,YES,26.54,6,2025-09-25,2026-03-16,2026-04-05,NO,NO,
RR-00100,Latonya,Coleman,Latonya Coleman,latonya_coleman@hotmail.com,(978) 787-8726,Boston,MA,"Boston, MA",CDL-B,Cargo Van,5-7 Years,MATCHING,3.4,1262,106,94.9,95.2,PASSED,PASSED,MINOR_VIOLATION,YES,24.09,8,2025-11-19,2026-04-04,2026-04-07,YES,NO,
RR-00101,Patrick,Brooks,Patrick Brooks,patrick368@outlook.com,(368) 740-8897,Denver,CO,"Denver, CO",CDL-B,Sprinter Van,1-2 Years,STANDBY,3.4,1634,451,92.6,94.9,PASSED,PASSED,MINOR_VIOLATION,YES,21.17,3,2025-09-11,2026-03-29,2026-04-07,YES,NO,
RR-00102,Cheryl,Johnson,Cheryl Johnson,cheryl.johnson@outlook.com,(787) 833-6632,Detroit,MI,"Detroit, MI",CDL-B,Box Truck,7-10 Years,CLEARED,4.6,305,155,93.2,96.1,PASSED,PASSED,CLEAN,YES,18.77,13,2025-10-27,2026-04-03,2026-04-16,YES,NO,
RR-00103,Michael,Henderson,Michael Henderson,michael323@hotmail.com,(950) 655-7254,Portland,OR,"Portland, OR",CDL-A,Box Truck,10+ Years,CLEARED,3.9,1572,748,94.2,99.9,PENDING,PASSED,CLEAN,NO,29.33,12,2025-10-01,2026-04-03,2026-04-05,YES,NO,
RR-00104,Darius,Flores,Darius Flores,darius823@gmail.com,(743) 493-9783,Indianapolis,IN,"Indianapolis, IN",CDL-B,Sprinter Van,1-2 Years,CLEARED,3.6,1246,539,89.3,92.9,PENDING,PENDING,CLEAN,NO,20.97,13,2025-12-29,2026-03-12,2026-04-12,YES,YES,
RR-00105,Tanya,Powell,Tanya Powell,tanya_powell@icloud.com,(640) 831-2727,Las Vegas,NV,"Las Vegas, NV",CDL-B,Box Truck,10+ Years,CLEARED,4.1,1934,726,89.5,93.7,PASSED,PASSED,CLEAN,YES,17.81,9,2025-09-15,2026-03-24,2026-04-09,YES,NO,
RR-00106,Angela,Kelly,Angela Kelly,angela_kelly@outlook.com,(202) 562-3164,San Antonio,TX,"San Antonio, TX",CDL-B,Box Truck,5-7 Years,IN_REVIEW,3.4,2125,751,96.8,96.8,PASSED,PASSED,CLEAN,YES,18.85,8,2025-06-12,2026-03-21,2026-04-06,NO,NO,
RR-00107,Aaron,Roberts,Aaron Roberts,aaron_roberts@hotmail.com,(719) 753-2367,Boston,MA,"Boston, MA",CDL-B,Cargo Van,5-7 Years,CLEARED,4.5,1948,509,89.7,96.5,PASSED,PENDING,CLEAN,NO,20.63,8,2025-09-02,2026-03-11,2026-04-14,YES,NO,
RR-00108,Vanessa,Cooper,Vanessa Cooper,vanessa897@outlook.com,(454) 465-3334,Nashville,TN,"Nashville, TN",CDL-A,Step Van,1-2 Years,IN_REVIEW,4.7,1021,545,92.2,98.7,PASSED,PASSED,CLEAN,YES,24.56,8,2025-06-24,2026-03-08,2026-04-06,NO,NO,
RR-00109,Tyler,Taylor,Tyler Taylor,tyler_taylor@gmail.com,(783) 650-2471,Washington,DC,"Washington, DC",CDL-B,Box Truck,7-10 Years,CLEARED,5.0,2210,44,98.1,96.8,PENDING,PASSED,CLEAN,NO,23.51,0,2025-07-18,2026-03-10,2026-04-12,NO,YES,
RR-00110,Brittany,Jones,Brittany Jones,brittany.jones@hotmail.com,(484) 269-5246,Philadelphia,PA,"Philadelphia, PA",CDL-B,Step Van,10+ Years,CLEARED,4.1,1445,108,98.1,95.6,PENDING,PENDING,CLEAN,NO,20.98,7,2025-09-20,2026-03-24,2026-04-07,YES,NO,
RR-00111,Amanda,Peterson,Amanda Peterson,amanda.peterson@hotmail.com,(952) 374-1235,Minneapolis,MN,"Minneapolis, MN",CDL-B,Box Truck,1-2 Years,STANDBY,3.8,1720,452,93.9,99.4,PASSED,PASSED,CLEAN,YES,25.05,12,2025-12-26,2026-04-02,2026-04-13,YES,NO,
RR-00112,Angela,Moore,Angela Moore,moore.a@icloud.com,(568) 368-9758,Philadelphia,PA,"Philadelphia, PA",CDL-B,Sprinter Van,2-3 Years,CLEARED,4.6,1820,189,96.0,94.0,PENDING,PASSED,CLEAN,NO,24.55,12,2025-12-30,2026-03-08,2026-04-19,YES,YES,
RR-00113,David,White,David White,david_white@yahoo.com,(284) 504-8342,Charlotte,NC,"Charlotte, NC",CDL-B,Box Truck,7-10 Years,MATCHING,4.5,2329,676,97.0,94.4,PASSED,PASSED,CLEAN,YES,22.92,15,2025-09-23,2026-03-11,2026-04-18,YES,NO,
RR-00114,Rebecca,Cooper,Rebecca Cooper,cooper.r@gmail.com,(421) 800-4452,New Orleans,LA,"New Orleans, LA",CDL-B,Box Truck,2-3 Years,STANDBY,4.9,439,391,99.9,97.1,PENDING,PASSED,CLEAN,NO,20.57,1,2025-10-23,2026-03-14,2026-04-07,YES,YES,
RR-00115,Wesley,Anderson,Wesley Anderson,wesley_anderson@gmail.com,(491) 334-5733,Phoenix,AZ,"Phoenix, AZ",CDL-B,Box Truck,5-7 Years,CLEARED,4.8,1112,703,95.2,97.1,PASSED,PASSED,CLEAN,YES,19.82,12,2025-06-17,2026-03-29,2026-04-05,NO,NO,
RR-00116,Emily,Perry,Emily Perry,emily277@icloud.com,(991) 693-3383,Cleveland,OH,"Cleveland, OH",CDL-A,Step Van,1-2 Years,MATCHING,4.8,2246,475,92.4,97.1,PENDING,PASSED,MINOR_VIOLATION,NO,26.07,3,2025-07-16,2026-03-16,2026-04-11,YES,YES,
RR-00117,Leroy,Miller,Leroy Miller,leroy_miller@gmail.com,(713) 697-3344,Memphis,TN,"Memphis, TN",CDL-A,Step Van,3-5 Years,IN_REVIEW,4.8,1762,157,95.3,95.7,PASSED,PASSED,CLEAN,YES,28.18,6,2025-04-21,2026-03-17,2026-04-13,YES,NO,
RR-00118,Brittany,Sanchez,Brittany Sanchez,sanchez.b@gmail.com,(950) 437-9551,Denver,CO,"Denver, CO",CDL-A,Step Van,1-2 Years,CLEARED,3.7,1810,359,92.4,93.9,PASSED,PASSED,CLEAN,YES,22.48,6,2025-09-12,2026-04-05,2026-04-13,YES,NO,
RR-00119,Brittany,Kelly,Brittany Kelly,brittany_kelly@gmail.com,(265) 300-2255,Nashville,TN,"Nashville, TN",CDL-B,Step Van,7-10 Years,MATCHING,3.9,1660,307,98.9,96.7,PASSED,PASSED,CLEAN,YES,23.57,2,2025-04-05,2026-03-20,2026-04-18,YES,NO,
RR-00120,Hannah,Mitchell,Hannah Mitchell,hannah_mitchell@yahoo.com,(916) 227-2697,Minneapolis,MN,"Minneapolis, MN",CDL-B,Cargo Van,3-5 Years,CLEARED,5.0,201,397,93.9,94.4,PENDING,PASSED,CLEAN,NO,23.67,5,2025-10-30,2026-03-28,2026-04-07,NO,NO,
RR-00121,Latoya,Henderson,Latoya Henderson,latoya657@yahoo.com,(637) 832-4015,Chicago,IL,"Chicago, IL",CDL-B,Step Van,3-5 Years,CLEARED,4.9,148,488,88.3,96.5,PASSED,PASSED,CLEAN,YES,24.44,3,2025-11-30,2026-03-11,2026-04-11,YES,NO,
RR-00122,Jose,Walker,Jose Walker,jose_walker@yahoo.com,(302) 709-2164,Minneapolis,MN,"Minneapolis, MN",CDL-A,Box Truck,7-10 Years,IN_REVIEW,5.0,840,163,94.4,97.3,PASSED,PASSED,CLEAN,YES,29.38,14,2025-07-02,2026-03-12,2026-04-14,YES,YES,
RR-00123,Sandra,Hall,Sandra Hall,hall.s@gmail.com,(207) 578-9135,Washington,DC,"Washington, DC",CDL-A,Step Van,5-7 Years,MATCHING,5.0,569,298,95.6,94.3,PASSED,PASSED,CLEAN,YES,23.06,6,2026-02-18,2026-04-03,2026-04-19,NO,NO,
RR-00124,James,Roberts,James Roberts,james_roberts@icloud.com,(262) 900-5115,Pittsburgh,PA,"Pittsburgh, PA",CDL-B,Box Truck,2-3 Years,CLEARED,4.7,1768,404,89.6,96.7,PASSED,PASSED,CLEAN,YES,20.7,11,2025-05-05,2026-03-22,2026-04-07,YES,NO,
RR-00125,Carmen,Scott,Carmen Scott,carmen876@icloud.com,(200) 326-9907,Atlanta,GA,"Atlanta, GA",CDL-B,Step Van,1-2 Years,CLEARED,4.4,743,785,88.0,92.7,PASSED,PASSED,CLEAN,YES,25.55,2,2025-04-11,2026-04-05,2026-04-14,YES,NO,
RR-00126,Fernando,Morris,Fernando Morris,fernando.morris@icloud.com,(404) 324-7312,Nashville,TN,"Nashville, TN",CDL-B,Box Truck,2-3 Years,MATCHING,4.6,160,402,89.8,95.4,PASSED,PASSED,CLEAN,YES,20.88,11,2026-02-05,2026-03-13,2026-04-08,NO,NO,
RR-00127,Derek,Wilson,Derek Wilson,wilson.d@icloud.com,(695) 559-3729,New York,NY,"New York, NY",CDL-A,Cargo Van,10+ Years,CLEARED,3.3,450,667,88.5,92.9,PASSED,PASSED,MINOR_VIOLATION,YES,31.56,11,2025-12-14,2026-03-14,2026-04-15,YES,YES,
RR-00128,Hannah,Parker,Hannah Parker,hannah337@yahoo.com,(903) 430-8747,Charlotte,NC,"Charlotte, NC",CDL-B,Step Van,10+ Years,CLEARED,4.3,505,435,98.0,93.4,PENDING,PENDING,CLEAN,NO,25.99,12,2025-07-28,2026-03-31,2026-04-08,YES,NO,
RR-00129,Raymond,Cox,Raymond Cox,raymond.cox@yahoo.com,(262) 422-5061,Philadelphia,PA,"Philadelphia, PA",CDL-A,Step Van,1-2 Years,MATCHING,3.8,1847,694,94.4,96.2,PASSED,PASSED,CLEAN,YES,27.39,15,2026-02-14,2026-04-01,2026-04-15,NO,YES,
RR-00130,Ashley,Ward,Ashley Ward,ashley.ward@gmail.com,(538) 370-5241,Memphis,TN,"Memphis, TN",CDL-B,Step Van,7-10 Years,STANDBY,3.4,573,668,97.8,94.9,PASSED,PASSED,CLEAN,YES,17.03,15,2025-06-03,2026-04-01,2026-04-05,YES,NO,
RR-00131,Aisha,Murphy,Aisha Murphy,aisha_murphy@icloud.com,(918) 430-9567,Las Vegas,NV,"Las Vegas, NV",CDL-B,Sprinter Van,7-10 Years,IN_REVIEW,3.6,2320,575,98.7,92.8,PASSED,PASSED,CLEAN,YES,25.5,5,2025-12-08,2026-03-15,2026-04-08,YES,NO,
RR-00132,Tiffany,Gonzales,Tiffany Gonzales,tiffany_gonzales@yahoo.com,(745) 782-2062,Las Vegas,NV,"Las Vegas, NV",CDL-A,Step Van,1-2 Years,STANDBY,4.8,1149,366,94.7,98.7,PASSED,PENDING,MINOR_VIOLATION,NO,25.71,6,2025-10-20,2026-03-28,2026-04-07,YES,YES,
RR-00133,Amanda,Morris,Amanda Morris,amanda_morris@yahoo.com,(854) 493-5235,Denver,CO,"Denver, CO",CDL-A,Cargo Van,7-10 Years,STANDBY,3.9,1396,768,95.6,94.4,PASSED,PASSED,CLEAN,YES,28.9,15,2025-08-23,2026-03-24,2026-04-18,YES,NO,
RR-00134,Rebecca,Richardson,Rebecca Richardson,rebecca.richardson@outlook.com,(657) 259-4537,Philadelphia,PA,"Philadelphia, PA",CDL-B,Box Truck,10+ Years,STANDBY,4.7,1076,755,94.2,92.7,PENDING,PASSED,CLEAN,NO,26.69,6,2025-06-26,2026-03-09,2026-04-05,YES,NO,
RR-00135,Amanda,Gonzales,Amanda Gonzales,amanda203@hotmail.com,(676) 792-8016,Tampa,FL,"Tampa, FL",CDL-B,Cargo Van,5-7 Years,MATCHING,3.1,1832,800,99.4,92.1,PASSED,PASSED,MINOR_VIOLATION,YES,27.99,7,2025-11-09,2026-03-19,2026-04-05,YES,NO,
RR-00136,Sheila,Patterson,Sheila Patterson,patterson.s@gmail.com,(437) 889-7382,New York,NY,"New York, NY",CDL-B,Step Van,5-7 Years,MATCHING,3.0,407,707,88.3,99.3,PASSED,PASSED,CLEAN,YES,20.68,3,2026-01-28,2026-03-12,2026-04-05,YES,NO,
RR-00137,Gabriela,Washington,Gabriela Washington,gabriela_washington@yahoo.com,(595) 842-1597,Cincinnati,OH,"Cincinnati, OH",CDL-B,Cargo Van,10+ Years,STANDBY,3.9,59,110,99.8,96.9,PASSED,PASSED,CLEAN,YES,21.46,15,2025-09-21,2026-03-24,2026-04-14,YES,NO,
RR-00138,Gabriela,Ross,Gabriela Ross,ross.g@outlook.com,(561) 721-1585,Dallas,TX,"Dallas, TX",CDL-B,Box Truck,5-7 Years,MATCHING,4.8,1011,328,95.7,95.9,PENDING,PASSED,CLEAN,NO,22.03,8,2025-09-19,2026-03-17,2026-04-16,YES,NO,
RR-00139,Antonio,Brown,Antonio Brown,antonio930@icloud.com,(870) 411-3444,Houston,TX,"Houston, TX",CDL-B,Box Truck,5-7 Years,CLEARED,4.7,1511,257,97.8,92.0,PASSED,PASSED,CLEAN,YES,26.84,7,2025-09-10,2026-03-08,2026-04-19,YES,YES,
RR-00140,Ashley,Carter,Ashley Carter,ashley.carter@hotmail.com,(784) 537-2828,Phoenix,AZ,"Phoenix, AZ",CDL-B,Box Truck,3-5 Years,STANDBY,3.6,2128,458,89.1,95.0,PASSED,PENDING,CLEAN,NO,25.02,15,2025-07-26,2026-03-09,2026-04-14,YES,NO,
RR-00141,Jeremy,Lopez,Jeremy Lopez,jeremy_lopez@gmail.com,(596) 669-9979,Detroit,MI,"Detroit, MI",CDL-B,Step Van,5-7 Years,CLEARED,4.8,2121,715,97.5,97.0,PASSED,PASSED,CLEAN,YES,18.55,5,2025-12-22,2026-03-25,2026-04-19,YES,YES,
RR-00142,Zachary,Russell,Zachary Russell,zachary340@outlook.com,(581) 971-4137,New York,NY,"New York, NY",CDL-B,Sprinter Van,7-10 Years,MATCHING,5.0,379,22,88.6,97.4,PASSED,PASSED,CLEAN,YES,24.99,10,2025-04-19,2026-03-21,2026-04-14,YES,YES,
RR-00143,Sheila,Cox,Sheila Cox,sheila88@outlook.com,(737) 807-2883,Chicago,IL,"Chicago, IL",CDL-B,Step Van,1-2 Years,STANDBY,5.0,987,322,89.0,92.6,PASSED,PENDING,CLEAN,NO,21.33,6,2025-11-07,2026-03-15,2026-04-14,NO,YES,
RR-00144,Ricardo,Garcia,Ricardo Garcia,ricardo271@yahoo.com,(454) 754-5733,Washington,DC,"Washington, DC",CDL-A,Box Truck,2-3 Years,STANDBY,4.9,1740,44,95.8,96.1,PASSED,PASSED,CLEAN,YES,29.14,6,2025-06-04,2026-03-12,2026-04-08,YES,NO,
RR-00145,Vanessa,Rodriguez,Vanessa Rodriguez,vanessa.rodriguez@gmail.com,(753) 483-9168,Miami,FL,"Miami, FL",CDL-B,Box Truck,1-2 Years,IN_REVIEW,4.3,117,47,91.3,98.3,PASSED,PENDING,CLEAN,NO,19.56,7,2025-07-29,2026-03-21,2026-04-17,NO,YES,
RR-00146,Amber,Thompson,Amber Thompson,amber_thompson@gmail.com,(815) 284-7565,Cincinnati,OH,"Cincinnati, OH",CDL-A,Box Truck,3-5 Years,CLEARED,4.8,961,169,92.7,93.9,PASSED,PASSED,CLEAN,YES,34.77,8,2025-07-28,2026-03-25,2026-04-14,YES,NO,
RR-00147,Destiny,Torres,Destiny Torres,destiny_torres@outlook.com,(454) 773-9070,Indianapolis,IN,"Indianapolis, IN",CDL-B,Step Van,2-3 Years,CLEARED,4.6,1545,34,93.3,94.2,PENDING,PASSED,CLEAN,NO,20.84,1,2026-01-22,2026-03-27,2026-04-13,YES,NO,
RR-00148,Leonard,Howard,Leonard Howard,leonard_howard@outlook.com,(499) 445-3541,Detroit,MI,"Detroit, MI",CDL-A,Step Van,5-7 Years,STANDBY,3.1,1172,665,99.1,98.2,PASSED,PASSED,CLEAN,YES,33.93,2,2026-01-23,2026-03-19,2026-04-14,YES,NO,
RR-00149,Latoya,Campbell,Latoya Campbell,latoya.campbell@hotmail.com,(352) 326-7111,Atlanta,GA,"Atlanta, GA",CDL-A,Step Van,3-5 Years,CLEARED,4.4,803,251,96.8,94.0,PASSED,PASSED,CLEAN,YES,28.78,14,2025-10-27,2026-03-26,2026-04-17,YES,YES,
RR-00150,Stephanie,Taylor,Stephanie Taylor,stephanie_taylor@outlook.com,(998) 251-9100,Pittsburgh,PA,"Pittsburgh, PA",CDL-B,Box Truck,7-10 Years,MATCHING,4.5,1001,527,99.4,93.9,PENDING,PASSED,MINOR_VIOLATION,NO,23.67,1,2025-10-31,2026-04-01,2026-04-14,NO,YES,
RR-00151,Destiny,Hall,Destiny Hall,destiny.hall@hotmail.com,(554) 378-7259,Minneapolis,MN,"Minneapolis, MN",CDL-B,Box Truck,5-7 Years,CLEARED,3.1,2084,432,98.9,92.7,PASSED,PASSED,CLEAN,YES,24.76,3,2025-05-05,2026-03-17,2026-04-14,YES,NO,
RR-00152,Michael,Powell,Michael Powell,michael_powell@icloud.com,(822) 583-6889,Las Vegas,NV,"Las Vegas, NV",CDL-A,Step Van,10+ Years,CLEARED,5.0,755,285,95.9,97.6,PASSED,PASSED,CLEAN,YES,24.07,4,2025-07-29,2026-03-07,2026-04-07,YES,NO,
RR-00153,Rhonda,Green,Rhonda Green,rhonda_green@hotmail.com,(923) 815-2552,Denver,CO,"Denver, CO",CDL-B,Sprinter Van,1-2 Years,STANDBY,3.8,788,394,91.5,98.7,PASSED,PASSED,CLEAN,YES,21.12,2,2025-12-13,2026-03-07,2026-04-17,YES,NO,
RR-00154,James,Morgan,James Morgan,james_morgan@outlook.com,(811) 603-7470,Detroit,MI,"Detroit, MI",CDL-B,Cargo Van,10+ Years,MATCHING,4.5,1990,5,98.3,94.8,PASSED,PENDING,CLEAN,NO,20.31,12,2026-02-15,2026-04-04,2026-04-16,YES,NO,
RR-00155,Lauren,Bell,Lauren Bell,lauren.bell@icloud.com,(401) 404-6070,New Orleans,LA,"New Orleans, LA",CDL-B,Box Truck,5-7 Years,MATCHING,5.0,178,375,90.1,95.3,PASSED,PASSED,CLEAN,YES,24.57,11,2025-11-15,2026-03-24,2026-04-14,YES,NO,
RR-00156,Justin,Bennett,Justin Bennett,justin699@gmail.com,(973) 872-2010,Los Angeles,CA,"Los Angeles, CA",CDL-A,Step Van,7-10 Years,CLEARED,5.0,2217,209,93.0,95.9,PASSED,PASSED,CLEAN,YES,24.12,13,2026-01-19,2026-03-23,2026-04-10,YES,YES,
RR-00157,Destiny,Henderson,Destiny Henderson,destiny.henderson@hotmail.com,(684) 606-2711,Portland,OR,"Portland, OR",CDL-A,Box Truck,7-10 Years,CLEARED,5.0,1948,358,95.4,93.0,PASSED,PASSED,CLEAN,YES,23.92,2,2026-03-06,2026-03-21,2026-04-17,YES,YES,
RR-00158,Sheila,Barnes,Sheila Barnes,sheila158@yahoo.com,(223) 924-7300,Memphis,TN,"Memphis, TN",CDL-B,Box Truck,7-10 Years,CLEARED,4.7,777,665,92.2,94.5,PASSED,PASSED,CLEAN,YES,25.55,4,2025-11-07,2026-03-25,2026-04-19,YES,YES,
RR-00159,Jacob,Ward,Jacob Ward,ward.j@gmail.com,(650) 831-9156,Pittsburgh,PA,"Pittsburgh, PA",CDL-B,Cargo Van,7-10 Years,CLEARED,5.0,1656,41,93.2,95.4,PASSED,PASSED,CLEAN,YES,27.92,3,2025-06-24,2026-03-22,2026-04-17,YES,NO,
RR-00160,Destiny,Ross,Destiny Ross,destiny_ross@yahoo.com,(805) 342-9058,Indianapolis,IN,"Indianapolis, IN",CDL-B,Step Van,10+ Years,MATCHING,5.0,1603,724,96.1,96.4,PENDING,PASSED,CLEAN,NO,22.67,7,2026-01-16,2026-03-23,2026-04-13,YES,NO,
RR-00161,Juan,Robinson,Juan Robinson,juan_robinson@yahoo.com,(406) 664-3598,Indianapolis,IN,"Indianapolis, IN",CDL-B,Step Van,7-10 Years,MATCHING,5.0,249,411,88.3,97.0,PASSED,PASSED,CLEAN,YES,21.01,6,2025-11-01,2026-03-18,2026-04-09,NO,NO,
RR-00162,James,King,James King,king.j@icloud.com,(768) 787-3778,Denver,CO,"Denver, CO",CDL-B,Step Van,10+ Years,MATCHING,4.5,159,697,92.7,94.1,PASSED,PASSED,CLEAN,YES,19.13,8,2025-12-31,2026-03-18,2026-04-08,NO,NO,
RR-00163,Sofia,Martinez,Sofia Martinez,sofia330@hotmail.com,(777) 884-9622,Boston,MA,"Boston, MA",CDL-B,Cargo Van,2-3 Years,MATCHING,4.4,2259,345,91.6,94.1,PENDING,PASSED,CLEAN,NO,22.68,0,2026-01-05,2026-03-31,2026-04-15,YES,NO,
RR-00164,Latonya,Martinez,Latonya Martinez,martinez.l@outlook.com,(889) 374-9951,Las Vegas,NV,"Las Vegas, NV",CDL-A,Step Van,10+ Years,MATCHING,5.0,491,510,93.0,92.2,PASSED,PENDING,CLEAN,NO,23.55,1,2025-04-23,2026-03-16,2026-04-05,YES,NO,
RR-00165,Elena,Carter,Elena Carter,elena707@hotmail.com,(995) 320-6726,Phoenix,AZ,"Phoenix, AZ",CDL-A,Box Truck,3-5 Years,CLEARED,5.0,178,355,91.8,97.6,PENDING,PASSED,CLEAN,NO,32.37,6,2025-07-02,2026-03-24,2026-04-16,YES,NO,
RR-00166,Carmen,White,Carmen White,carmen.white@gmail.com,(920) 448-5042,Portland,OR,"Portland, OR",CDL-B,Step Van,10+ Years,STANDBY,5.0,239,187,99.4,95.6,PASSED,PASSED,CLEAN,YES,19.41,8,2025-04-14,2026-03-28,2026-04-17,YES,NO,
RR-00167,Chris,Jackson,Chris Jackson,chris_jackson@gmail.com,(490) 375-7714,San Antonio,TX,"San Antonio, TX",CDL-B,Cargo Van,5-7 Years,MATCHING,4.2,1665,504,93.7,93.5,PASSED,PASSED,CLEAN,YES,20.31,9,2025-10-29,2026-03-26,2026-04-17,YES,NO,
RR-00168,Rebecca,Long,Rebecca Long,long.r@yahoo.com,(795) 528-2972,Chicago,IL,"Chicago, IL",CDL-B,Step Van,2-3 Years,CLEARED,3.8,2204,83,94.1,92.9,PASSED,PASSED,MINOR_VIOLATION,YES,17.74,3,2025-04-27,2026-03-16,2026-04-07,YES,NO,
RR-00169,Devin,Watson,Devin Watson,devin.watson@outlook.com,(229) 504-5122,New York,NY,"New York, NY",CDL-B,Box Truck,5-7 Years,STANDBY,3.6,2286,95,91.9,96.6,PASSED,PASSED,CLEAN,YES,26.39,12,2025-05-07,2026-03-10,2026-04-09,YES,YES,
RR-00170,Tanya,Taylor,Tanya Taylor,tanya.taylor@icloud.com,(434) 300-5194,Tampa,FL,"Tampa, FL",CDL-B,Box Truck,7-10 Years,CLEARED,4.5,524,245,90.9,97.1,PASSED,PASSED,CLEAN,YES,27.0,10,2026-02-11,2026-03-30,2026-04-14,YES,NO,
RR-00171,Andrew,Peterson,Andrew Peterson,andrew.peterson@hotmail.com,(223) 649-6062,San Francisco,CA,"San Francisco, CA",CDL-B,Step Van,2-3 Years,STANDBY,4.8,1837,51,91.5,98.2,PASSED,PASSED,CLEAN,YES,21.11,0,2025-05-25,2026-03-21,2026-04-12,NO,YES,
